brand_name,product_name,product_subcategory,product_category,product_department,product_family,store_sales,store_cost,unit_sales,the_date,city,state_province,country
Best Choice,Best Choice Buttered Popcorn,Popcorn,Snack Foods,Snack Foods,Food,4.46,1.6056,2,4/29/1998 0:00,Beaverton,OR,USA
Blue Label,Blue Label Chicken Ramen Soup,Soup,Canned Soup,Canned Foods,Food,7.12,2.2784,4,4/29/1998 0:00,Beaverton,OR,USA
Jardon,Jardon Manicotti,Pasta,Starchy Foods,Starchy Foods,Food,4.8,2.352,4,4/29/1998 0:00,Beaverton,OR,USA
Giant,Giant Small Eggs,Eggs,Eggs,Eggs,Food,6.78,2.1696,3,4/29/1998 0:00,Beaverton,OR,USA
Excellent,Excellent Orange Juice,Juice,Pure Juice Beverages,Beverages,Drink,6.4,2.624,4,4/29/1998 0:00,Beaverton,OR,USA
Moms,Moms Sliced Ham,Deli Meats,Meat,Deli,Food,3.12,1.3104,2,4/29/1998 0:00,Beaverton,OR,USA
Steady,Steady Apricot Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,7.05,3.102,3,7/7/1998 0:00,Metchosin,BC,Canada
Golden,Golden Low Fat Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,13.5,5.67,5,7/7/1998 0:00,Metchosin,BC,Canada
High Top,High Top Lemons,Fresh Fruit,Fruit,Produce,Food,6.68,3.0728,4,7/7/1998 0:00,Metchosin,BC,Canada
Blue Label,Blue Label Canned Tomatos,Canned Vegetables,Vegetables,Canned Foods,Food,9.16,3.2976,4,7/7/1998 0:00,Metchosin,BC,Canada
Skinner,Skinner Cranberry Juice,Juice,Pure Juice Beverages,Beverages,Drink,1.83,0.8784,3,7/7/1998 0:00,Metchosin,BC,Canada
High Top,High Top Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,10.35,3.2085,3,7/7/1998 0:00,Metchosin,BC,Canada
Red Wing,Red Wing AAA-Size Batteries,Batteries,Electrical,Household,Non-Consumable,7.38,3.5424,2,6/16/1998 0:00,Westminster,BC,Canada
CDR,CDR Extra Chunky Peanut Butter,Peanut Butter,Jams and Jellies,Baking Goods,Food,6.48,2.7216,3,4/21/1998 0:00,Westminster,BC,Canada
Fantastic,Fantastic Rye Bread,Sliced Bread,Bread,Baked Goods,Food,10.08,4.6368,4,4/21/1998 0:00,Westminster,BC,Canada
Akron,Akron Eyeglass Screwdriver,Screwdrivers,Hardware,Checkout,Non-Consumable,7.04,2.3232,4,2/11/1998 0:00,Coronado,CA,USA
Colony,Colony White Bread,Sliced Bread,Bread,Baked Goods,Food,4.26,2.0874,3,2/11/1998 0:00,Coronado,CA,USA
National,National Egg Substitute,Eggs,Eggs,Eggs,Food,14.96,6.5824,4,2/11/1998 0:00,Coronado,CA,USA
Big Time,Big Time Frozen Cheese Pizza,Pizza,Pizza,Frozen Foods,Food,4.65,1.8135,3,2/11/1998 0:00,Coronado,CA,USA
Steady,Steady Tartar Control Toothpaste,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,5.12,1.9968,4,2/9/1998 0:00,La Cruz,Sinaloa,Mexico
PigTail,PigTail Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,2.84,1.3632,4,2/9/1998 0:00,La Cruz,Sinaloa,Mexico
Consolidated,Consolidated Laundry Detergent,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,1.7,0.629,2,2/9/1998 0:00,La Cruz,Sinaloa,Mexico
Ebony,Ebony Green Pepper,Fresh Vegetables,Vegetables,Produce,Food,15.9,7.791,6,10/11/1998 0:00,La Cruz,Sinaloa,Mexico
Landslide,Landslide Regular Coffee,Coffee,Hot Beverages,Beverages,Drink,8.52,3.9192,4,8/3/1998 0:00,La Cruz,Sinaloa,Mexico
Better,Better Canned Tuna in Oil,Tuna,Canned Tuna,Canned Foods,Food,6,2.22,4,6/17/1998 0:00,La Cruz,Sinaloa,Mexico
Landslide,Landslide Columbian Coffee,Coffee,Hot Beverages,Beverages,Drink,13.9,6.116,5,8/3/1998 0:00,La Cruz,Sinaloa,Mexico
Hilltop,Hilltop Multi-Symptom Cold Remedy,Cold Remedies,Cold Remedies,Health and Hygiene,Non-Consumable,8.49,4.1601,3,8/3/1998 0:00,La Cruz,Sinaloa,Mexico
Carrington,Carrington Grape Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,14.5,6.09,5,5/12/1998 0:00,La Cruz,Sinaloa,Mexico
Sphinx,Sphinx Wheat Bread,Sliced Bread,Bread,Baked Goods,Food,9.75,4.29,5,5/12/1998 0:00,La Cruz,Sinaloa,Mexico
Plato,Plato Corn Oil,Cooking Oil,Baking Goods,Baking Goods,Food,3.08,1.386,4,10/11/1998 0:00,La Cruz,Sinaloa,Mexico
Faux Products,Faux Products Whitening Toothpast,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,2.6,0.91,4,10/11/1998 0:00,La Cruz,Sinaloa,Mexico
Cormorant,Cormorant C-Size Batteries,Batteries,Electrical,Household,Non-Consumable,9.57,3.0624,3,10/11/1998 0:00,La Cruz,Sinaloa,Mexico
Tri-State,Tri-State Macintosh Apples,Fresh Fruit,Fruit,Produce,Food,9.1,3.367,5,10/11/1998 0:00,La Cruz,Sinaloa,Mexico
Red Spade,Red Spade Corned Beef,Deli Meats,Meat,Deli,Food,8.22,3.9456,3,1/12/1998 0:00,La Cruz,Sinaloa,Mexico
Quick,Quick Extra Lean Hamburger,Hamburger,Meat,Meat,Food,7.83,3.0537,3,2/9/1998 0:00,La Cruz,Sinaloa,Mexico
PigTail,PigTail Frozen Corn,Frozen Vegetables,Vegetables,Frozen Foods,Food,18.5,5.55,5,6/17/1998 0:00,La Cruz,Sinaloa,Mexico
Better,Better Chicken Noodle Soup,Soup,Canned Soup,Canned Foods,Food,2.3,0.966,2,5/12/1998 0:00,La Cruz,Sinaloa,Mexico
Bird Call,Bird Call 200 MG Ibuprofen,Ibuprofen,Pain Relievers,Health and Hygiene,Non-Consumable,7.14,2.9988,3,5/12/1998 0:00,La Cruz,Sinaloa,Mexico
Washington,Washington Apple Juice,Juice,Pure Juice Beverages,Beverages,Drink,4.26,1.4484,3,1/12/1998 0:00,La Cruz,Sinaloa,Mexico
Imagine,Imagine Frozen Sausage Pizza,Pizza,Pizza,Frozen Foods,Food,2.85,1.197,5,1/12/1998 0:00,La Cruz,Sinaloa,Mexico
Fast,Fast Cheese Dip,Dips,Snack Foods,Snack Foods,Food,8.34,3.4194,3,5/12/1998 0:00,La Cruz,Sinaloa,Mexico
Steady,Steady Conditioning Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,6.04,2.718,4,6/17/1998 0:00,La Cruz,Sinaloa,Mexico
Sunset,Sunset Paper Towels,Paper Wipes,Paper Products,Household,Non-Consumable,7.15,3.0745,5,1/12/1998 0:00,La Cruz,Sinaloa,Mexico
Consolidated,Consolidated Laundry Detergent,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,4.25,2.0825,5,5/12/1998 0:00,La Cruz,Sinaloa,Mexico
Even Better,Even Better String Cheese,Cheese,Dairy,Dairy,Food,14,6.72,4,7/14/1998 0:00,Ballard,WA,USA
Token,Token Apple Drink,Flavored Drinks,Drinks,Beverages,Drink,3.7,1.48,5,7/14/1998 0:00,Ballard,WA,USA
Carrington,Carrington Grape Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,8.7,3.393,3,6/19/1998 0:00,Ballard,WA,USA
High Quality,High Quality Frying Pan,Pots and Pans,Kitchen Products,Household,Non-Consumable,8.43,3.6249,3,6/19/1998 0:00,Ballard,WA,USA
Hilltop,Hilltop Dishwasher Detergent,Nasal Sprays,Decongestants,Health and Hygiene,Non-Consumable,6.72,2.4864,4,7/14/1998 0:00,Ballard,WA,USA
High Top,High Top Macintosh Apples,Fresh Fruit,Fruit,Produce,Food,9.88,4.5448,4,7/14/1998 0:00,Ballard,WA,USA
Hilltop,Hilltop Buffered Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,9.96,3.486,4,7/14/1998 0:00,Ballard,WA,USA
Tri-State,Tri-State Almonds,Nuts,Specialty,Produce,Food,6.16,2.2792,4,5/9/1998 0:00,Ballard,WA,USA
High Top,High Top Sweet Onion,Fresh Vegetables,Vegetables,Produce,Food,2.48,0.9176,2,7/14/1998 0:00,Ballard,WA,USA
Imagine,Imagine Home Style French Fries,French Fries,Vegetables,Frozen Foods,Food,1.53,0.5202,3,7/14/1998 0:00,Ballard,WA,USA
Big Time,Big Time Lime Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,9,3.42,4,7/14/1998 0:00,Ballard,WA,USA
Landslide,Landslide Low Fat Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,9.08,4.1768,4,7/6/1998 0:00,Lynnwood,WA,USA
Token,Token Cranberry Juice,Juice,Pure Juice Beverages,Beverages,Drink,1.56,0.7176,2,3/2/1998 0:00,Lynnwood,WA,USA
Carrington,Carrington Chicken TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,4.7,1.551,2,1/20/1998 0:00,Lynnwood,WA,USA
Gorilla,Gorilla 1% Milk,Milk,Dairy,Dairy,Drink,4.6,1.702,2,3/2/1998 0:00,Lynnwood,WA,USA
Horatio,Horatio Dried Dates,Dried Fruit,Snack Foods,Snack Foods,Food,6.72,2.9568,4,7/6/1998 0:00,Lynnwood,WA,USA
American,American Corned Beef,Deli Meats,Meat,Deli,Food,7.95,2.703,3,1/20/1998 0:00,Lynnwood,WA,USA
CDR,CDR Creamy Peanut Butter,Peanut Butter,Jams and Jellies,Baking Goods,Food,5.3,2.332,2,1/18/1998 0:00,Lynnwood,WA,USA
Thresher,Thresher Spicy Mints,Hard Candy,Candy,Snacks,Food,10.95,3.723,3,1/18/1998 0:00,Lynnwood,WA,USA
Booker,Booker Head Cheese,Cheese,Dairy,Dairy,Food,4.35,2.0445,3,9/5/1998 0:00,Lynnwood,WA,USA
Imagine,Imagine Beef TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,1.72,0.774,2,9/5/1998 0:00,Lynnwood,WA,USA
Golden,Golden Grape Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,5.85,2.808,3,5/6/1998 0:00,Lynnwood,WA,USA
Consolidated,Consolidated Apricot Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,3.84,1.3824,4,9/5/1998 0:00,Lynnwood,WA,USA
Akron,Akron City Map,Maps,Miscellaneous,Checkout,Non-Consumable,3.48,1.1832,2,3/2/1998 0:00,Lynnwood,WA,USA
Hermanos,Hermanos Shitake Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,7.2,3.096,3,7/6/1998 0:00,Lynnwood,WA,USA
High Top,High Top Fuji Apples,Fresh Fruit,Fruit,Produce,Food,4.62,1.6632,3,5/6/1998 0:00,Lynnwood,WA,USA
PigTail,PigTail Blueberry Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,6.39,2.6838,3,5/6/1998 0:00,Lynnwood,WA,USA
Denny,Denny AAA-Size Batteries,Batteries,Electrical,Household,Non-Consumable,10.8,3.78,4,5/6/1998 0:00,Lynnwood,WA,USA
Super,Super Brown Sugar,Sugar,Baking Goods,Baking Goods,Food,4.26,1.278,3,2/19/1998 0:00,Port Orchard,WA,USA
Discover,Discover Manicotti,Pasta,Starchy Foods,Starchy Foods,Food,6.44,2.898,4,8/14/1998 0:00,Port Orchard,WA,USA
Hermanos,Hermanos Beets,Fresh Vegetables,Vegetables,Produce,Food,4.36,1.4388,2,8/14/1998 0:00,Port Orchard,WA,USA
Plato,Plato Sesame Oil,Cooking Oil,Baking Goods,Baking Goods,Food,4.47,1.6539,3,4/7/1998 0:00,Port Orchard,WA,USA
Better,Better Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,4.2,1.554,3,4/7/1998 0:00,Port Orchard,WA,USA
Tell Tale,Tell Tale Garlic,Fresh Vegetables,Vegetables,Produce,Food,3.51,1.3338,3,4/7/1998 0:00,Port Orchard,WA,USA
Carrington,Carrington Apple Cinnamon Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,5.74,2.1812,2,4/7/1998 0:00,Port Orchard,WA,USA
Ebony,Ebony Garlic,Fresh Vegetables,Vegetables,Produce,Food,7.8,3.12,3,2/19/1998 0:00,Port Orchard,WA,USA
Big Time,Big Time Frozen Pancakes,Pancakes,Breakfast Foods,Frozen Foods,Food,12.96,5.4432,4,2/19/1998 0:00,Port Orchard,WA,USA
PigTail,PigTail Frozen Pepperoni Pizza,Pizza,Pizza,Frozen Foods,Food,3.36,1.5456,2,3/2/1998 0:00,Port Orchard,WA,USA
Best,Best Oatmeal,Cereal,Breakfast Foods,Breakfast Foods,Food,7,2.45,2,2/19/1998 0:00,Port Orchard,WA,USA
Pleasant,Pleasant Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,7.62,3.7338,3,4/7/1998 0:00,Port Orchard,WA,USA
Tri-State,Tri-State Fresh Lima Beans,Fresh Vegetables,Vegetables,Produce,Food,9.72,3.2076,4,2/19/1998 0:00,Port Orchard,WA,USA
Carrington,Carrington Chicken TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,4.7,1.457,2,5/14/1998 0:00,Port Orchard,WA,USA
Gorilla,Gorilla String Cheese,Cheese,Dairy,Dairy,Food,5.37,1.7721,3,5/14/1998 0:00,Port Orchard,WA,USA
Imagine,Imagine Ice Cream Sandwich,Ice Cream,Frozen Desserts,Frozen Foods,Food,9.63,3.4668,3,5/14/1998 0:00,Port Orchard,WA,USA
Denny,Denny Glass Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,1.53,0.612,3,5/14/1998 0:00,Port Orchard,WA,USA
Better,Better Canned Tomatos,Canned Vegetables,Vegetables,Canned Foods,Food,5.28,1.848,4,5/14/1998 0:00,Port Orchard,WA,USA
Bird Call,Bird Call Buffered Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,6.64,2.1248,4,4/7/1998 0:00,Port Orchard,WA,USA
Fantastic,Fantastic Wheat Bread,Sliced Bread,Bread,Baked Goods,Food,3.1,0.961,2,5/14/1998 0:00,Port Orchard,WA,USA
Dual City,Dual City Lox,Fresh Fish,Seafood,Seafood,Food,1.56,0.5304,3,5/14/1998 0:00,Port Orchard,WA,USA
Ebony,Ebony Party Nuts,Nuts,Specialty,Produce,Food,3.54,1.4868,3,5/14/1998 0:00,Port Orchard,WA,USA
Sphinx,Sphinx Pumpernickel Bread,Sliced Bread,Bread,Baked Goods,Food,1.59,0.7155,3,2/19/1998 0:00,Port Orchard,WA,USA
Just Right,Just Right Rice Soup,Soup,Canned Soup,Canned Foods,Food,15.04,5.8656,4,8/15/1998 0:00,Port Orchard,WA,USA
Horatio,Horatio Frosted Cookies,Cookies,Snack Foods,Snack Foods,Food,15.6,6.708,4,3/10/1998 0:00,Port Orchard,WA,USA
Even Better,Even Better Cheese Spread,Cheese,Dairy,Dairy,Food,12.48,3.8688,4,3/10/1998 0:00,Port Orchard,WA,USA
Top Measure,Top Measure Chardonnay Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,1.16,0.522,2,3/10/1998 0:00,Port Orchard,WA,USA
Big Time,Big Time Blueberry Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,2.61,0.8352,3,8/15/1998 0:00,Port Orchard,WA,USA
Jeffers,Jeffers Grits,Cereal,Breakfast Foods,Breakfast Foods,Food,9.16,4.122,4,3/10/1998 0:00,Port Orchard,WA,USA
Carrington,Carrington Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,3.93,1.2969,3,3/2/1998 0:00,Port Orchard,WA,USA
Ebony,Ebony Plums,Fresh Fruit,Fruit,Produce,Food,10.29,4.6305,3,3/2/1998 0:00,Port Orchard,WA,USA
Excel,Excel Monthly Fashion Magazine,Fashion Magazines,Magazines,Periodicals,Non-Consumable,8.52,3.1524,4,8/11/1998 0:00,Downey,CA,USA
Tri-State,Tri-State Golden Delcious Apples,Fresh Fruit,Fruit,Produce,Food,5.88,2.4108,3,8/11/1998 0:00,Downey,CA,USA
Denny,Denny D-Size Batteries,Batteries,Electrical,Household,Non-Consumable,1.28,0.6272,2,5/24/1998 0:00,Downey,CA,USA
Ebony,Ebony Beets,Fresh Vegetables,Vegetables,Produce,Food,10.84,3.794,4,8/11/1998 0:00,Downey,CA,USA
Steady,Steady Whitening Toothpast,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,2.4,0.768,4,5/24/1998 0:00,Downey,CA,USA
Akron,Akron Eyeglass Screwdriver,Screwdrivers,Hardware,Checkout,Non-Consumable,7.04,3.52,4,5/24/1998 0:00,Downey,CA,USA
Ebony,Ebony Cantelope,Fresh Fruit,Fruit,Produce,Food,7.35,2.793,3,5/24/1998 0:00,Downey,CA,USA
Washington,Washington Apple Juice,Juice,Pure Juice Beverages,Beverages,Drink,2.84,0.852,2,8/11/1998 0:00,Downey,CA,USA
Best Choice,Best Choice Mini Donuts,Donuts,Snack Foods,Snack Foods,Food,5.36,2.5192,2,5/24/1998 0:00,Downey,CA,USA
Plato,Plato Strawberry Preserves,Preserves,Jams and Jellies,Baking Goods,Food,4.62,1.4322,3,5/24/1998 0:00,Downey,CA,USA
Swell,Swell Canned Mixed Fruit,Canned Fruit,Fruit,Canned Products,Food,4.68,2.2932,2,5/24/1998 0:00,Downey,CA,USA
Steady,Steady Whitening Toothpast,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,2.4,1.032,4,5/24/1998 0:00,Downey,CA,USA
Cormorant,Cormorant Copper Pot Scrubber,Pot Scrubbers,Kitchen Products,Household,Non-Consumable,15.8,6.004,4,5/24/1998 0:00,Downey,CA,USA
Washington,Washington Diet Soda,Soda,Carbonated Beverages,Beverages,Drink,6.57,2.9565,3,5/24/1998 0:00,Downey,CA,USA
Hermanos,Hermanos Squash,Fresh Vegetables,Vegetables,Produce,Food,2.62,0.8384,2,5/24/1998 0:00,Downey,CA,USA
Super,Super Apple Jam,Jam,Jams and Jellies,Baking Goods,Food,6.78,3.051,2,5/24/1998 0:00,Downey,CA,USA
Carrington,Carrington Frozen Cheese Pizza,Pizza,Pizza,Frozen Foods,Food,13.8,6.21,4,5/24/1998 0:00,Downey,CA,USA
Better,Better Beef Soup,Soup,Canned Soup,Canned Foods,Food,1.14,0.5358,2,5/24/1998 0:00,Downey,CA,USA
Fort West,Fort West Fondue Mix,Dips,Snack Foods,Snack Foods,Food,3,1.02,2,5/24/1998 0:00,Downey,CA,USA
Carrington,Carrington Apple Cinnamon Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,8.61,2.6691,3,2/6/1998 0:00,Tacoma,WA,USA
Club,Club Low Fat String Cheese,Cheese,Dairy,Dairy,Food,6.76,2.028,2,6/6/1998 0:00,Tacoma,WA,USA
Best Choice,Best Choice Frosted Cookies,Cookies,Snack Foods,Snack Foods,Food,5.18,2.5382,2,6/6/1998 0:00,Tacoma,WA,USA
CDR,CDR Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,5.43,2.5521,3,6/6/1998 0:00,Tacoma,WA,USA
Club,Club Sharp Cheddar Cheese,Cheese,Dairy,Dairy,Food,7.22,2.3826,2,6/6/1998 0:00,Tacoma,WA,USA
Big Time,Big Time Fajita French Fries,French Fries,Vegetables,Frozen Foods,Food,2.86,1.144,2,2/6/1998 0:00,Tacoma,WA,USA
Pleasant,Pleasant Noodle Soup,Soup,Canned Soup,Canned Foods,Food,9.92,4.6624,4,2/6/1998 0:00,Tacoma,WA,USA
Choice,Choice Bubble Gum,Gum,Candy,Snacks,Food,1.59,0.7155,3,2/6/1998 0:00,Tacoma,WA,USA
Imagine,Imagine Frozen Chicken Wings,Frozen Chicken,Meat,Frozen Foods,Food,3.9,1.95,2,2/6/1998 0:00,Tacoma,WA,USA
Moms,Moms Sliced Turkey,Deli Meats,Meat,Deli,Food,1.62,0.6318,3,1/10/1998 0:00,Tacoma,WA,USA
Tell Tale,Tell Tale Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,7.98,2.5536,3,2/6/1998 0:00,Tacoma,WA,USA
Plato,Plato Apple Jam,Jam,Jams and Jellies,Baking Goods,Food,2.36,0.8496,2,1/10/1998 0:00,Tacoma,WA,USA
Imagine,Imagine Frozen Chicken Wings,Frozen Chicken,Meat,Frozen Foods,Food,5.85,2.6325,3,1/10/1998 0:00,Tacoma,WA,USA
Denny,Denny Copper Pot Scrubber,Pot Scrubbers,Kitchen Products,Household,Non-Consumable,3.42,1.2312,2,6/6/1998 0:00,Tacoma,WA,USA
Just Right,Just Right Canned String Beans,Canned Vegetables,Vegetables,Canned Foods,Food,3.6,1.44,3,2/6/1998 0:00,Tacoma,WA,USA
Consolidated,Consolidated Extra Moisture Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,2.19,1.0293,3,6/6/1998 0:00,Tacoma,WA,USA
Tell Tale,Tell Tale Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,5.32,2.0748,2,1/10/1998 0:00,Tacoma,WA,USA
Better,Better Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,2.8,1.092,2,4/27/1998 0:00,Lemon Grove,CA,USA
Ebony,Ebony Canned Peanuts,Nuts,Specialty,Produce,Food,3.87,1.7028,3,4/27/1998 0:00,Lemon Grove,CA,USA
Hermanos,Hermanos Mixed Nuts,Nuts,Specialty,Produce,Food,10.17,4.4748,3,8/5/1998 0:00,Lemon Grove,CA,USA
Denny,Denny Room Freshener,Deodorizers,Cleaning Supplies,Household,Non-Consumable,3.92,1.372,2,1/15/1998 0:00,Milwaukie,OR,USA
Cormorant,Cormorant Room Freshener,Deodorizers,Cleaning Supplies,Household,Non-Consumable,11.67,5.3682,3,1/15/1998 0:00,Milwaukie,OR,USA
Gerolli,Gerolli Extra Lean Hamburger,Hamburger,Meat,Meat,Food,10.14,4.8672,3,1/15/1998 0:00,Milwaukie,OR,USA
High Top,High Top Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,10.32,4.644,4,1/15/1998 0:00,Milwaukie,OR,USA
Thresher,Thresher Mint Chocolate Bar,Chocolate Candy,Candy,Snacks,Food,5.13,1.5903,3,1/15/1998 0:00,Milwaukie,OR,USA
High Top,High Top Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,13.8,6.21,4,8/2/1998 0:00,Milwaukie,OR,USA
Cormorant,Cormorant Frying Pan,Pots and Pans,Kitchen Products,Household,Non-Consumable,7.44,2.4552,2,8/2/1998 0:00,Milwaukie,OR,USA
Thresher,Thresher Malted Milk Balls,Chocolate Candy,Candy,Snacks,Food,4.74,1.8012,3,8/2/1998 0:00,Milwaukie,OR,USA
Imagine,Imagine Pancake Mix,Pancake Mix,Breakfast Foods,Frozen Foods,Food,6.78,2.4408,3,9/2/1998 0:00,Milwaukie,OR,USA
Red Wing,Red Wing Economy Toilet Brush,Toilet Brushes,Bathroom Products,Household,Non-Consumable,1.66,0.6972,2,9/2/1998 0:00,Milwaukie,OR,USA
Sphinx,Sphinx Wheat Bread,Sliced Bread,Bread,Baked Goods,Food,3.9,1.911,2,9/2/1998 0:00,Milwaukie,OR,USA
Faux Products,Faux Products Conditioning Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,4.44,2.1312,3,9/2/1998 0:00,Milwaukie,OR,USA
Denny,Denny Frying Pan,Pots and Pans,Kitchen Products,Household,Non-Consumable,7.62,3.2766,2,8/2/1998 0:00,Milwaukie,OR,USA
Gerolli,Gerolli Seasoned Hamburger,Hamburger,Meat,Meat,Food,4.02,1.407,3,8/2/1998 0:00,Milwaukie,OR,USA
High Quality,High Quality Large Sponge,Sponges,Kitchen Products,Household,Non-Consumable,2.88,1.1232,4,2/5/1998 0:00,Arcadia,CA,USA
Big Time,Big Time Lime Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,9,3.06,4,2/5/1998 0:00,Arcadia,CA,USA
Just Right,Just Right Canned String Beans,Canned Vegetables,Vegetables,Canned Foods,Food,4.8,1.872,4,2/5/1998 0:00,Arcadia,CA,USA
Gorilla,Gorilla Sour Cream,Sour Cream,Dairy,Dairy,Food,10.64,5.1072,4,5/21/1998 0:00,Arcadia,CA,USA
Landslide,Landslide Salt,Spices,Baking Goods,Baking Goods,Food,2.46,1.2054,3,5/21/1998 0:00,Arcadia,CA,USA
Toucan,Toucan Canned Mixed Fruit,Canned Fruit,Fruit,Canned Products,Food,2.8,1.008,2,5/21/1998 0:00,Arcadia,CA,USA
Hermanos,Hermanos Firm Tofu,Tofu,Packaged Vegetables,Produce,Food,6.51,2.8644,3,5/21/1998 0:00,Arcadia,CA,USA
Tell Tale,Tell Tale Asparagus,Fresh Vegetables,Vegetables,Produce,Food,7.28,2.6208,2,2/5/1998 0:00,Arcadia,CA,USA
Hermanos,Hermanos Red Pepper,Fresh Vegetables,Vegetables,Produce,Food,5.4,2.646,3,2/5/1998 0:00,Arcadia,CA,USA
Golden,Golden Chicken TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,1.77,0.7257,3,2/5/1998 0:00,Arcadia,CA,USA
Sphinx,Sphinx Cranberry Muffins,Muffins,Bread,Baked Goods,Food,8.44,2.954,4,10/8/1998 0:00,Arcadia,CA,USA
Gulf Coast,Gulf Coast Mints,Hard Candy,Candy,Snacks,Food,10.62,3.8232,3,8/19/1998 0:00,Haney,BC,Canada
Carrington,Carrington Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,5.3,1.59,2,8/19/1998 0:00,Haney,BC,Canada
Hermanos,Hermanos Squash,Fresh Vegetables,Vegetables,Produce,Food,5.24,2.0436,4,8/19/1998 0:00,Haney,BC,Canada
Discover,Discover Rice Medly,Rice,Starchy Foods,Starchy Foods,Food,5.46,1.638,2,8/19/1998 0:00,Haney,BC,Canada
Tri-State,Tri-State Party Nuts,Nuts,Specialty,Produce,Food,7.89,3.6294,3,8/19/1998 0:00,Haney,BC,Canada
High Quality,High Quality Room Freshener,Deodorizers,Cleaning Supplies,Household,Non-Consumable,4.76,2.3324,2,11/27/1998 0:00,Haney,BC,Canada
Nationeel,Nationeel Graham Crackers,Cookies,Snack Foods,Snack Foods,Food,4.95,2.4255,3,11/27/1998 0:00,Haney,BC,Canada
Good,Good White Zinfandel Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,11.73,5.7477,3,11/27/1998 0:00,Haney,BC,Canada
Golden,Golden Orange Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,7.76,2.328,2,11/27/1998 0:00,Haney,BC,Canada
High Quality,High Quality 100 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,3.08,1.4784,2,8/19/1998 0:00,Haney,BC,Canada
Denny,Denny 100 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,7.4,2.812,2,2/22/1998 0:00,Haney,BC,Canada
Nationeel,Nationeel Salsa Dip,Dips,Snack Foods,Snack Foods,Food,4.8,2.208,3,6/23/1998 0:00,N. Vancouver,BC,Canada
Blue Label,Blue Label Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,15.64,5.6304,4,6/23/1998 0:00,N. Vancouver,BC,Canada
Better,Better Creamed Corn,Canned Vegetables,Vegetables,Canned Foods,Food,5.04,2.4192,4,8/19/1998 0:00,N. Vancouver,BC,Canada
High Top,High Top Lettuce,Fresh Vegetables,Vegetables,Produce,Food,3.72,1.302,4,9/6/1998 0:00,N. Vancouver,BC,Canada
Consolidated,Consolidated Childrens Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,7.82,3.2062,2,6/23/1998 0:00,N. Vancouver,BC,Canada
